customer_id,signup_date,age,province,segment,acquisition_channel
8226,2022-05-18,25,NS,Individual,Organic
8227,2022-12-30,68,AB,Individual,Sales Team
8228,2020-04-14,37,NS,Individual,Referral
8229,2022-05-21,65,QC,Enterprise,Sales Team
8230,2020-11-14,49,BC,Individual,Organic
8231,2020-08-03,39,ON,Enterprise,Paid Ads
8232,2021-06-04,24,BC,Enterprise,Organic
8233,2021-01-05,26,AB,Enterprise,Sales Team
8234,2022-04-18,62,BC,Enterprise,Referral
8235,2020-06-25,18,ON,Enterprise,Sales Team
8236,2022-10-05,46,ON,Small Business,Sales Team
8237,2022-01-13,25,ON,Individual,Organic
8238,2022-06-20,73,NB,Enterprise,Referral
8239,2022-12-27,71,QC,Small Business,Referral
8240,2020-11-21,21,AB,Small Business,Referral
8241,2020-12-16,52,QC,Small Business,Sales Team
8242,2021-05-12,20,MB,Enterprise,Sales Team
8243,2021-07-01,71,ON,Individual,Paid Ads
8244,2021-02-19,62,ON,Small Business,Sales Team
8245,2022-02-21,57,SK,Small Business,Sales Team
8246,2022-11-22,24,QC,Individual,Paid Ads
8247,2021-10-18,44,SK,Enterprise,Sales Team
8248,2021-03-06,18,ON,Small Business,Sales Team
8249,2020-03-25,44,QC,Enterprise,Organic
8250,2020-04-08,33,AB,Enterprise,Referral
8251,2021-08-02,55,BC,Small Business,Paid Ads
8252,2021-06-20,24,SK,Enterprise,Organic
8253,2021-12-03,61,SK,Small Business,Organic
8254,2022-01-25,40,SK,Individual,Organic
8255,2022-02-17,58,NB,Enterprise,Referral
8256,2022-03-29,28,MB,Enterprise,Paid Ads
8257,2020-07-09,59,MB,Individual,Paid Ads
8258,2021-12-31,70,SK,Enterprise,Referral
8259,2022-04-06,50,BC,Individual,Paid Ads
8260,2022-11-19,67,BC,Small Business,Sales Team
8261,2022-04-07,53,ON,Enterprise,Organic
8262,2021-03-30,54,AB,Individual,Paid Ads
8263,2021-12-03,58,ON,Individual,Sales Team
8264,2022-08-22,34,NB,Individual,Paid Ads
8265,2021-07-25,52,NS,Enterprise,Organic
8266,2022-11-11,65,ON,Enterprise,Sales Team
8267,2022-12-12,22,NB,Enterprise,Sales Team
8268,2020-04-11,65,ON,Individual,Referral
8269,2020-10-19,49,MB,Enterprise,Paid Ads
8270,2021-12-12,20,SK,Small Business,Paid Ads
8271,2020-05-15,69,MB,Small Business,Sales Team
8272,2020-05-04,64,MB,Individual,Referral
8273,2021-08-29,52,NS,Enterprise,Sales Team
8274,2020-10-04,69,MB,Individual,Organic
8275,2021-03-23,31,NS,Individual,Referral
8276,2020-04-29,65,SK,Small Business,Referral
8277,2020-06-18,48,NB,Enterprise,Referral
8278,2020-09-12,48,BC,Small Business,Sales Team
8279,2021-03-04,34,SK,Small Business,Referral
8280,2020-06-23,41,AB,Enterprise,Sales Team
8281,2022-12-18,69,QC,Individual,Sales Team
8282,2020-08-17,40,QC,Enterprise,Organic
8283,2022-02-10,35,AB,Enterprise,Organic
8284,2020-08-21,67,SK,Enterprise,Paid Ads
8285,2020-11-13,71,MB,Enterprise,Referral
8286,2022-03-19,31,QC,Individual,Referral
8287,2022-09-01,67,MB,Individual,Sales Team
8288,2020-02-05,32,SK,Individual,Paid Ads
8289,2021-03-31,32,MB,Enterprise,Referral
8290,2021-10-09,23,NS,Small Business,Organic
8291,2022-11-26,44,NB,Individual,Paid Ads
8292,2022-04-21,32,MB,Small Business,Sales Team
8293,2020-07-24,67,MB,Small Business,Referral
8294,2022-01-06,53,BC,Small Business,Paid Ads
8295,2021-06-22,72,MB,Enterprise,Organic
8296,2021-10-14,25,NB,Small Business,Organic
8297,2021-11-20,32,NS,Individual,Sales Team
8298,2022-09-28,20,ON,Small Business,Organic
8299,2020-02-03,64,AB,Individual,Organic
8300,2021-03-28,30,BC,Small Business,Organic
8301,2020-10-20,58,MB,Individual,Referral
8302,2020-04-07,51,MB,Small Business,Sales Team
8303,2020-02-04,41,NS,Enterprise,Organic
8304,2020-12-26,57,MB,Enterprise,Referral
8305,2022-03-18,49,NB,Small Business,Paid Ads
8306,2022-09-28,49,ON,Enterprise,Referral
8307,2021-06-05,47,AB,Enterprise,Sales Team
8308,2021-10-01,69,MB,Enterprise,Referral
8309,2022-06-17,66,QC,Individual,Referral
8310,2021-06-16,30,NS,Enterprise,Paid Ads
8311,2022-10-15,18,ON,Enterprise,Sales Team
8312,2022-09-30,51,AB,Individual,Referral
8313,2021-05-21,32,NS,Small Business,Sales Team
8314,2022-01-25,61,NB,Individual,Sales Team
8315,2022-07-10,31,NS,Small Business,Sales Team
8316,2022-10-31,74,BC,Individual,Referral
8317,2022-12-18,46,SK,Enterprise,Sales Team
8318,2022-04-03,51,QC,Small Business,Referral
8319,2022-05-02,35,ON,Individual,Referral
8320,2021-11-22,71,AB,Enterprise,Referral
8321,2021-12-12,24,MB,Enterprise,Organic
8322,2021-04-17,46,BC,Individual,Sales Team
8323,2022-05-31,72,NS,Enterprise,Referral
8324,2020-07-23,48,NS,Small Business,Paid Ads
8325,2021-04-21,42,ON,Individual,Sales Team
8326,2020-09-23,55,NB,Enterprise,Organic
8327,2021-02-07,31,SK,Individual,Paid Ads
8328,2020-12-18,25,MB,Small Business,Organic
8329,2022-01-22,44,MB,Small Business,Organic
8330,2021-07-31,71,AB,Individual,Referral
8331,2021-03-23,19,SK,Individual,Sales Team
8332,2020-03-14,34,MB,Small Business,Paid Ads
8333,2020-08-18,54,NS,Small Business,Referral
8334,2021-07-02,31,NS,Individual,Organic
8335,2021-03-17,42,NS,Individual,Sales Team
8336,2021-12-09,73,AB,Small Business,Referral
8337,2020-09-15,47,BC,Enterprise,Paid Ads
8338,2022-08-19,46,NS,Enterprise,Paid Ads
8339,2020-09-06,37,SK,Enterprise,Referral
8340,2022-04-11,38,AB,Small Business,Sales Team
8341,2021-03-19,70,NS,Small Business,Organic
8342,2020-10-10,39,MB,Enterprise,Organic
8343,2020-09-29,52,ON,Individual,Paid Ads
8344,2022-12-12,54,ON,Individual,Paid Ads
8345,2022-11-01,33,SK,Individual,Referral
8346,2020-08-26,67,MB,Small Business,Paid Ads
8347,2020-09-07,66,NS,Small Business,Referral
8348,2021-01-04,60,AB,Enterprise,Referral
8349,2020-06-30,34,ON,Small Business,Sales Team
8350,2020-03-04,33,QC,Individual,Organic
8351,2021-05-06,72,MB,Small Business,Paid Ads
8352,2022-06-11,19,NS,Enterprise,Organic
8353,2020-07-15,21,SK,Enterprise,Sales Team
8354,2021-11-15,38,MB,Enterprise,Referral
8355,2021-02-08,56,AB,Small Business,Organic
8356,2021-07-28,51,BC,Small Business,Sales Team
8357,2020-10-13,47,NB,Enterprise,Paid Ads
8358,2020-11-14,23,QC,Individual,Referral
8359,2022-05-23,34,ON,Small Business,Organic
8360,2020-02-23,56,SK,Small Business,Referral
8361,2022-10-30,42,NB,Small Business,Sales Team
8362,2021-05-07,22,NS,Individual,Referral
8363,2021-06-18,22,ON,Enterprise,Paid Ads
8364,2020-08-17,37,ON,Individual,Organic
8365,2021-08-02,33,NB,Individual,Organic
8366,2021-11-27,68,MB,Individual,Organic
8367,2022-04-18,58,SK,Individual,Organic
8368,2020-09-09,54,MB,Individual,Sales Team
8369,2022-04-08,57,NB,Enterprise,Sales Team
8370,2021-04-13,26,AB,Enterprise,Organic
8371,2020-07-07,22,ON,Small Business,Organic
8372,2020-02-08,59,NB,Individual,Organic
8373,2021-09-20,74,NS,Enterprise,Paid Ads
8374,2022-02-14,19,NS,Small Business,Referral
8375,2020-08-13,26,SK,Small Business,Organic
8376,2021-12-12,60,NS,Enterprise,Organic
8377,2021-05-12,53,AB,Small Business,Referral
8378,2020-08-30,39,QC,Enterprise,Organic
8379,2020-01-07,39,SK,Small Business,Referral
8380,2022-04-28,39,QC,Individual,Sales Team
8381,2022-02-27,51,ON,Individual,Referral
8382,2021-05-29,72,QC,Individual,Referral
8383,2022-10-02,46,NS,Small Business,Paid Ads
8384,2021-04-04,55,ON,Enterprise,Paid Ads
8385,2022-01-06,63,AB,Individual,Paid Ads
8386,2021-03-26,50,BC,Individual,Paid Ads
8387,2022-06-10,35,AB,Individual,Sales Team
8388,2022-11-01,24,NS,Small Business,Organic
8389,2020-08-16,18,BC,Small Business,Organic
8390,2022-05-28,50,MB,Small Business,Referral
8391,2021-11-17,18,ON,Individual,Sales Team
8392,2021-06-10,41,NS,Individual,Referral
8393,2022-12-06,21,AB,Individual,Referral
8394,2020-06-23,21,AB,Small Business,Organic
8395,2022-01-14,35,ON,Small Business,Referral
8396,2020-03-03,44,AB,Individual,Referral
8397,2020-08-04,60,ON,Small Business,Sales Team
8398,2022-11-19,49,AB,Enterprise,Organic
8399,2022-05-05,50,BC,Enterprise,Organic
8400,2020-06-30,45,BC,Individual,Referral
8401,2021-04-23,59,MB,Enterprise,Paid Ads
8402,2020-02-08,58,QC,Individual,Organic
8403,2021-09-15,72,QC,Individual,Referral
8404,2022-08-17,53,SK,Individual,Sales Team
8405,2020-12-08,23,BC,Individual,Referral
8406,2021-11-23,33,QC,Enterprise,Paid Ads
8407,2021-07-09,51,SK,Small Business,Paid Ads
8408,2020-05-23,40,SK,Individual,Referral
8409,2021-05-21,67,MB,Individual,Sales Team
8410,2020-03-26,59,MB,Small Business,Sales Team
8411,2022-08-02,41,NS,Individual,Referral
8412,2022-09-23,73,MB,Enterprise,Sales Team
8413,2020-10-30,66,NS,Individual,Paid Ads
8414,2022-06-25,30,AB,Enterprise,Organic
8415,2022-03-28,73,SK,Individual,Sales Team
8416,2020-12-11,35,NB,Enterprise,Sales Team
8417,2021-03-07,71,QC,Small Business,Paid Ads
8418,2020-10-31,30,AB,Enterprise,Sales Team
8419,2020-02-05,66,QC,Small Business,Sales Team
8420,2020-05-09,54,BC,Small Business,Referral
8421,2022-04-16,60,NS,Small Business,Paid Ads
8422,2021-11-22,56,SK,Enterprise,Organic
8423,2022-11-17,59,MB,Small Business,Sales Team
8424,2022-11-09,34,AB,Small Business,Referral
8425,2020-05-15,32,ON,Enterprise,Sales Team
8426,2022-03-06,35,NS,Small Business,Organic
8427,2021-09-04,40,MB,Small Business,Paid Ads
8428,2020-10-29,71,QC,Individual,Sales Team
8429,2022-01-31,68,SK,Individual,Paid Ads
8430,2021-05-08,47,NB,Small Business,Sales Team
8431,2022-07-25,51,NS,Enterprise,Paid Ads
8432,2022-07-28,21,QC,Small Business,Referral
8433,2022-03-05,20,NS,Individual,Paid Ads
8434,2020-03-28,24,QC,Individual,Paid Ads
8435,2022-11-01,73,QC,Enterprise,Sales Team
8436,2021-07-14,35,NB,Enterprise,Referral
8437,2021-09-09,59,MB,Individual,Paid Ads
8438,2020-08-17,24,NB,Individual,Referral
8439,2021-10-26,57,NB,Enterprise,Sales Team
8440,2021-07-28,23,QC,Enterprise,Referral
8441,2021-08-22,39,SK,Small Business,Referral
8442,2021-08-02,18,MB,Small Business,Paid Ads
8443,2020-01-19,21,NS,Individual,Organic
8444,2021-03-18,63,NS,Individual,Sales Team
8445,2021-06-19,66,AB,Small Business,Sales Team
8446,2021-06-29,69,QC,Enterprise,Organic
8447,2021-04-23,67,NS,Individual,Paid Ads
8448,2021-11-23,60,QC,Enterprise,Organic
8449,2022-05-21,46,BC,Small Business,Referral
8450,2020-05-16,38,NB,Individual,Organic
8451,2020-12-01,43,QC,Individual,Sales Team
8452,2021-11-21,31,QC,Small Business,Referral
8453,2021-10-07,26,NS,Individual,Sales Team
8454,2021-11-18,64,AB,Individual,Organic
8455,2021-03-24,29,MB,Enterprise,Sales Team
8456,2020-09-11,59,NB,Enterprise,Organic
8457,2021-10-20,68,AB,Small Business,Paid Ads
8458,2021-10-05,73,QC,Individual,Referral
8459,2020-08-04,68,BC,Small Business,Sales Team
8460,2022-07-01,23,QC,Enterprise,Paid Ads
8461,2022-07-17,37,NB,Small Business,Referral
8462,2020-05-13,41,SK,Enterprise,Paid Ads
8463,2020-08-11,44,AB,Enterprise,Referral
8464,2020-11-18,55,NS,Enterprise,Paid Ads
8465,2021-04-16,25,SK,Small Business,Referral
8466,2022-01-07,18,QC,Enterprise,Organic
8467,2022-03-27,71,NB,Individual,Paid Ads
8468,2021-06-05,66,ON,Individual,Sales Team
8469,2020-04-12,66,MB,Enterprise,Organic
8470,2022-07-06,41,BC,Individual,Sales Team
8471,2021-08-06,64,NS,Enterprise,Paid Ads
8472,2020-05-17,24,NB,Individual,Sales Team
8473,2020-01-11,36,NB,Enterprise,Organic
8474,2021-09-28,39,NS,Enterprise,Referral
8475,2022-09-19,74,QC,Small Business,Referral
8476,2021-02-28,72,BC,Individual,Organic
8477,2021-10-05,52,NS,Individual,Referral
8478,2020-09-28,47,SK,Enterprise,Organic
8479,2022-05-13,46,BC,Small Business,Referral
8480,2021-12-18,39,MB,Enterprise,Organic
8481,2022-06-01,28,BC,Individual,Referral
8482,2020-07-31,37,QC,Small Business,Paid Ads
8483,2020-11-05,46,QC,Small Business,Sales Team
8484,2020-10-15,68,NB,Enterprise,Referral
8485,2021-08-16,58,MB,Enterprise,Organic
8486,2021-03-25,59,MB,Individual,Paid Ads
8487,2022-05-10,51,BC,Enterprise,Organic
8488,2022-02-01,18,BC,Small Business,Sales Team
8489,2020-03-06,48,QC,Individual,Organic
8490,2021-04-14,47,MB,Enterprise,Organic
8491,2022-06-28,65,BC,Small Business,Organic
8492,2021-04-17,35,MB,Enterprise,Organic
8493,2022-02-06,72,ON,Individual,Paid Ads
8494,2022-05-18,34,AB,Individual,Referral
8495,2021-12-20,55,NS,Small Business,Organic
8496,2020-12-14,31,NS,Enterprise,Organic
8497,2020-02-11,40,BC,Enterprise,Organic
8498,2020-01-04,42,QC,Small Business,Referral
8499,2020-08-27,32,BC,Individual,Paid Ads
8500,2021-02-12,63,SK,Small Business,Paid Ads
8501,2021-04-11,73,AB,Individual,Referral
8502,2022-09-22,39,SK,Individual,Organic
8503,2022-09-15,20,NS,Individual,Sales Team
8504,2022-01-04,73,BC,Small Business,Organic
8505,2020-07-11,72,QC,Enterprise,Sales Team
8506,2022-10-12,36,ON,Individual,Paid Ads
8507,2022-10-31,74,NB,Individual,Organic
8508,2021-03-22,61,NB,Individual,Referral
8509,2021-10-10,51,AB,Enterprise,Organic
8510,2020-10-05,52,MB,Individual,Referral
8511,2022-02-03,67,MB,Small Business,Organic
8512,2022-12-04,18,AB,Enterprise,Organic
8513,2022-09-28,69,MB,Individual,Organic
8514,2021-01-15,38,AB,Enterprise,Sales Team
8515,2020-02-14,46,MB,Small Business,Referral
8516,2020-07-04,23,NB,Enterprise,Organic
8517,2021-03-06,54,QC,Small Business,Sales Team
8518,2022-02-04,18,SK,Small Business,Sales Team
8519,2020-04-13,68,MB,Small Business,Referral
8520,2022-07-19,18,BC,Individual,Organic
8521,2021-07-15,44,ON,Enterprise,Sales Team
8522,2022-06-21,38,MB,Enterprise,Organic
8523,2022-01-16,70,NS,Individual,Paid Ads
8524,2022-05-28,33,AB,Individual,Referral
8525,2021-11-08,61,BC,Small Business,Paid Ads
8526,2021-02-04,71,ON,Individual,Referral
8527,2022-09-02,57,BC,Small Business,Referral
8528,2022-12-01,43,SK,Individual,Sales Team
8529,2022-01-09,33,NS,Enterprise,Referral
8530,2022-12-14,45,NS,Individual,Sales Team
8531,2020-07-04,18,MB,Small Business,Paid Ads
8532,2021-08-02,53,AB,Small Business,Referral
8533,2022-03-07,27,NB,Enterprise,Paid Ads
8534,2022-06-12,60,BC,Individual,Referral
8535,2020-01-28,34,SK,Small Business,Sales Team
8536,2021-02-07,74,BC,Enterprise,Sales Team
8537,2020-09-09,40,MB,Enterprise,Paid Ads
8538,2022-06-22,24,NS,Small Business,Paid Ads
8539,2020-03-31,61,QC,Individual,Organic
8540,2020-08-15,70,SK,Individual,Paid Ads
8541,2021-05-11,24,NS,Small Business,Paid Ads
8542,2021-12-17,61,NS,Individual,Paid Ads
8543,2022-12-12,32,SK,Enterprise,Paid Ads
8544,2020-07-29,51,AB,Individual,Sales Team
8545,2021-07-09,63,BC,Small Business,Referral
8546,2020-09-10,62,NS,Small Business,Referral
8547,2020-03-23,21,SK,Small Business,Paid Ads
8548,2021-02-27,31,ON,Small Business,Sales Team
8549,2021-07-15,31,ON,Small Business,Organic
8550,2021-10-13,33,ON,Individual,Paid Ads
8551,2022-09-15,24,MB,Individual,Referral
8552,2021-07-07,49,ON,Small Business,Sales Team
8553,2020-03-16,36,AB,Small Business,Organic
8554,2021-03-26,19,NB,Individual,Organic
8555,2021-03-29,27,ON,Enterprise,Sales Team
8556,2022-04-02,67,NS,Enterprise,Organic
8557,2022-09-19,34,MB,Individual,Sales Team
8558,2020-04-29,54,AB,Enterprise,Referral
8559,2022-03-09,29,ON,Small Business,Sales Team
8560,2020-10-28,23,AB,Individual,Organic
8561,2022-09-02,39,BC,Small Business,Referral
8562,2020-10-11,49,AB,Individual,Referral
8563,2020-05-26,58,AB,Individual,Referral
8564,2022-07-19,37,AB,Small Business,Organic
8565,2020-09-16,18,MB,Small Business,Paid Ads
8566,2022-04-24,71,AB,Enterprise,Referral
8567,2021-05-16,64,SK,Enterprise,Paid Ads
8568,2021-05-06,70,ON,Individual,Paid Ads
8569,2022-11-30,23,BC,Individual,Paid Ads
8570,2021-04-12,36,NB,Enterprise,Organic
8571,2021-02-25,35,QC,Small Business,Organic
8572,2022-11-30,23,BC,Individual,Paid Ads
8573,2022-12-20,62,ON,Small Business,Referral
8574,2022-12-05,50,SK,Small Business,Referral
8575,2021-07-17,40,AB,Enterprise,Referral
8576,2020-05-28,40,ON,Small Business,Paid Ads
8577,2022-04-10,43,BC,Enterprise,Paid Ads
8578,2022-06-20,30,NB,Enterprise,Organic
8579,2021-06-30,24,NB,Enterprise,Referral
8580,2020-08-11,32,ON,Individual,Organic
8581,2020-01-21,61,BC,Individual,Paid Ads
8582,2020-07-31,44,BC,Enterprise,Paid Ads
8583,2022-03-15,43,SK,Individual,Paid Ads
8584,2021-03-13,50,BC,Enterprise,Paid Ads
8585,2021-08-02,32,AB,Enterprise,Organic
8586,2022-01-23,53,MB,Small Business,Sales Team
8587,2021-10-02,62,NS,Small Business,Paid Ads
8588,2021-06-12,72,AB,Enterprise,Organic
8589,2020-09-10,44,AB,Individual,Referral
8590,2020-06-08,74,ON,Small Business,Referral
8591,2020-12-04,22,SK,Small Business,Organic
8592,2020-08-28,19,QC,Small Business,Organic
8593,2022-02-20,72,AB,Individual,Referral
8594,2020-12-09,50,NB,Small Business,Referral
8595,2020-10-19,33,NS,Enterprise,Organic
8596,2022-05-17,40,SK,Small Business,Paid Ads
8597,2022-08-10,55,SK,Small Business,Paid Ads
8598,2022-12-07,72,MB,Enterprise,Organic
8599,2022-03-27,33,MB,Individual,Organic
8600,2022-04-06,31,NS,Enterprise,Sales Team
8601,2022-05-06,46,ON,Enterprise,Paid Ads
8602,2022-12-26,43,SK,Individual,Sales Team
8603,2020-06-26,52,ON,Small Business,Organic
8604,2021-10-10,32,ON,Small Business,Paid Ads
8605,2021-12-16,20,NS,Small Business,Referral
8606,2020-04-28,40,QC,Small Business,Paid Ads
8607,2020-06-30,46,SK,Small Business,Organic
8608,2020-07-22,51,BC,Small Business,Paid Ads
8609,2020-01-27,50,AB,Small Business,Sales Team
8610,2022-01-14,58,BC,Individual,Sales Team
8611,2021-06-24,58,BC,Small Business,Organic
8612,2021-04-29,40,AB,Small Business,Referral
8613,2022-12-09,24,ON,Enterprise,Paid Ads
8614,2021-07-17,20,QC,Small Business,Sales Team
8615,2020-08-03,49,AB,Enterprise,Sales Team
8616,2021-11-17,48,MB,Small Business,Paid Ads
8617,2022-07-17,35,NB,Small Business,Referral
8618,2022-03-23,60,SK,Individual,Paid Ads
8619,2021-06-15,24,AB,Individual,Referral
8620,2020-09-24,58,MB,Individual,Referral
8621,2021-04-18,18,MB,Enterprise,Organic
8622,2020-02-14,31,ON,Small Business,Organic
8623,2020-07-03,69,NB,Enterprise,Referral
8624,2020-12-11,49,MB,Individual,Paid Ads
8625,2020-07-18,23,SK,Individual,Sales Team
8626,2022-12-14,56,BC,Small Business,Paid Ads
8627,2020-08-09,27,SK,Small Business,Paid Ads
8628,2022-12-04,24,ON,Small Business,Referral
8629,2020-12-17,43,NB,Enterprise,Sales Team
8630,2021-04-22,51,ON,Individual,Paid Ads
8631,2020-07-13,47,AB,Small Business,Sales Team
8632,2020-11-21,53,ON,Individual,Referral
8633,2020-07-21,38,QC,Enterprise,Referral
8634,2020-05-02,34,SK,Enterprise,Paid Ads
8635,2021-10-21,50,SK,Individual,Referral
8636,2022-12-09,27,BC,Small Business,Referral
8637,2020-06-22,68,NS,Individual,Organic
8638,2020-04-30,64,MB,Individual,Referral
8639,2020-01-30,59,NS,Small Business,Referral
8640,2022-01-22,68,BC,Small Business,Referral
8641,2021-10-31,29,BC,Small Business,Paid Ads
8642,2020-03-07,73,AB,Enterprise,Referral
8643,2020-11-01,33,AB,Individual,Paid Ads
8644,2020-06-16,58,BC,Small Business,Sales Team
8645,2020-02-20,49,AB,Individual,Paid Ads
8646,2022-10-21,32,QC,Enterprise,Referral
8647,2022-03-08,44,NS,Small Business,Referral
8648,2022-07-10,45,NB,Individual,Sales Team
8649,2020-04-02,34,QC,Individual,Paid Ads
8650,2021-12-29,63,ON,Individual,Organic
8651,2020-07-03,67,QC,Enterprise,Referral
8652,2021-01-28,19,ON,Small Business,Paid Ads
8653,2020-03-08,53,ON,Individual,Referral
8654,2020-04-12,67,ON,Small Business,Organic
8655,2021-04-13,24,ON,Individual,Referral
8656,2022-11-03,30,QC,Individual,Paid Ads
8657,2020-01-16,32,QC,Small Business,Sales Team
8658,2020-05-29,42,BC,Enterprise,Organic
8659,2020-07-11,40,ON,Individual,Organic
8660,2022-07-23,39,AB,Enterprise,Paid Ads
8661,2020-11-15,43,NS,Individual,Sales Team
8662,2022-07-01,50,AB,Individual,Paid Ads
8663,2020-11-06,28,NS,Enterprise,Paid Ads
8664,2020-10-14,27,NB,Individual,Paid Ads
8665,2022-11-07,42,SK,Enterprise,Paid Ads
8666,2021-06-30,54,ON,Enterprise,Sales Team
8667,2020-02-15,65,AB,Individual,Organic
8668,2020-05-21,60,MB,Small Business,Referral
8669,2020-08-14,70,AB,Enterprise,Referral
8670,2021-03-06,55,BC,Small Business,Sales Team
8671,2022-06-19,58,NB,Enterprise,Organic
8672,2021-06-24,62,MB,Small Business,Sales Team
8673,2021-07-01,41,MB,Small Business,Paid Ads
8674,2020-09-06,57,QC,Small Business,Organic
8675,2022-02-16,63,BC,Enterprise,Paid Ads
8676,2022-08-10,73,SK,Individual,Organic
8677,2021-01-10,50,BC,Enterprise,Sales Team
8678,2022-02-23,34,NB,Small Business,Sales Team
8679,2022-06-04,41,NS,Small Business,Organic
8680,2020-04-16,54,SK,Individual,Sales Team
8681,2020-06-02,74,NS,Individual,Referral
8682,2022-06-17,19,ON,Enterprise,Referral
8683,2020-01-22,49,BC,Enterprise,Paid Ads
8684,2022-04-01,74,NB,Enterprise,Organic
8685,2020-12-03,41,NS,Enterprise,Organic
8686,2020-10-24,26,ON,Individual,Referral
8687,2021-03-13,21,QC,Individual,Organic
8688,2020-09-23,34,NS,Small Business,Sales Team
8689,2022-04-14,34,ON,Small Business,Sales Team
8690,2020-01-07,70,NS,Individual,Paid Ads
8691,2020-06-02,67,QC,Individual,Referral
8692,2020-11-28,65,QC,Enterprise,Sales Team
8693,2022-02-22,47,BC,Enterprise,Paid Ads
8694,2022-01-07,57,AB,Individual,Referral
8695,2021-07-23,28,NS,Enterprise,Paid Ads
8696,2022-12-20,38,SK,Small Business,Referral
8697,2022-07-04,38,NB,Individual,Organic
8698,2020-10-14,35,MB,Individual,Paid Ads
8699,2021-11-13,72,QC,Individual,Organic
8700,2022-11-12,46,ON,Enterprise,Referral
8701,2020-06-15,41,NB,Small Business,Referral
8702,2020-10-07,27,AB,Individual,Organic
8703,2021-07-05,62,QC,Individual,Paid Ads
8704,2021-08-12,34,NS,Small Business,Sales Team
8705,2021-10-20,35,NS,Enterprise,Referral
8706,2020-11-28,59,AB,Small Business,Paid Ads
8707,2022-03-09,65,BC,Small Business,Referral
8708,2020-12-19,37,NB,Small Business,Paid Ads
8709,2021-09-25,54,BC,Small Business,Referral
8710,2020-06-24,62,AB,Individual,Organic
8711,2021-05-03,35,BC,Small Business,Organic
8712,2020-07-11,34,NS,Small Business,Referral
8713,2021-12-24,26,NS,Small Business,Paid Ads
8714,2020-06-20,31,AB,Small Business,Sales Team
8715,2022-03-18,66,QC,Small Business,Organic
8716,2020-07-30,46,AB,Small Business,Referral
8717,2022-02-09,48,MB,Small Business,Paid Ads
8718,2021-07-15,21,QC,Individual,Sales Team
8719,2022-12-30,35,SK,Enterprise,Sales Team
8720,2021-03-23,37,SK,Small Business,Sales Team
8721,2022-05-15,73,NS,Small Business,Sales Team
8722,2020-03-04,73,MB,Enterprise,Sales Team
8723,2020-05-07,64,AB,Individual,Paid Ads
8724,2021-05-24,60,MB,Enterprise,Paid Ads
8725,2022-02-05,61,BC,Individual,Paid Ads
8726,2020-06-28,26,NS,Enterprise,Referral
8727,2021-08-20,30,SK,Individual,Sales Team
8728,2021-03-16,32,AB,Enterprise,Sales Team
8729,2021-12-10,44,SK,Small Business,Paid Ads
8730,2022-07-21,32,BC,Individual,Organic
8731,2021-04-29,45,NS,Individual,Sales Team
8732,2022-12-03,54,NS,Enterprise,Sales Team
8733,2021-11-20,72,AB,Enterprise,Referral
8734,2020-12-16,36,SK,Enterprise,Organic
8735,2022-05-10,43,NB,Enterprise,Referral
8736,2021-09-24,69,MB,Enterprise,Paid Ads
8737,2021-03-27,43,AB,Individual,Referral
8738,2021-10-26,42,BC,Small Business,Sales Team
8739,2020-10-20,43,SK,Individual,Referral
8740,2020-04-18,43,AB,Individual,Paid Ads
8741,2022-01-08,63,NB,Small Business,Organic
8742,2022-11-20,45,MB,Small Business,Sales Team
8743,2021-07-24,66,NB,Individual,Paid Ads
8744,2020-10-05,35,BC,Enterprise,Paid Ads
8745,2020-01-20,49,ON,Small Business,Organic
8746,2022-11-13,70,QC,Individual,Referral
8747,2022-02-02,20,BC,Small Business,Sales Team
8748,2022-11-10,19,AB,Individual,Referral
8749,2020-06-12,50,NB,Enterprise,Referral
8750,2021-09-07,59,ON,Enterprise,Paid Ads
8751,2021-11-11,36,SK,Individual,Sales Team
8752,2022-03-22,34,NB,Small Business,Sales Team
8753,2022-10-20,61,ON,Small Business,Referral
8754,2022-11-16,50,NS,Enterprise,Referral
8755,2020-05-12,29,AB,Enterprise,Sales Team
8756,2020-07-04,66,QC,Individual,Organic
8757,2020-08-10,73,BC,Individual,Referral
8758,2021-09-05,20,ON,Individual,Paid Ads
8759,2021-09-14,60,MB,Individual,Sales Team
8760,2022-12-15,66,MB,Enterprise,Referral
8761,2022-07-06,72,QC,Individual,Sales Team
8762,2020-06-07,43,NB,Enterprise,Sales Team
8763,2020-09-19,52,ON,Enterprise,Referral
8764,2020-04-10,25,NS,Small Business,Organic
8765,2021-07-19,69,QC,Small Business,Organic
8766,2020-11-05,53,SK,Enterprise,Paid Ads
8767,2021-06-10,70,MB,Small Business,Referral
8768,2020-11-07,71,ON,Enterprise,Paid Ads
8769,2022-07-13,24,NS,Small Business,Organic
8770,2021-09-20,63,BC,Individual,Referral
8771,2020-07-09,63,MB,Enterprise,Paid Ads
8772,2020-12-27,53,BC,Enterprise,Referral
8773,2021-10-21,33,SK,Individual,Organic
8774,2022-02-14,41,BC,Individual,Paid Ads
8775,2021-03-08,71,MB,Small Business,Organic
8776,2022-06-22,18,NB,Small Business,Organic
8777,2022-07-11,66,ON,Individual,Organic
8778,2021-02-28,42,MB,Small Business,Organic
8779,2022-09-27,27,ON,Small Business,Organic
8780,2021-09-13,71,MB,Individual,Organic
